INVENTORY	GLOTTOCODE	SEGMENTS
2465	andi1255	a b bː d dː d̠ʒ d̠ʒː e ɡ ɡː ɡʷ ɡʷː ɢ ɢʷ h h̃ i j k kː kʷ kʷː kʷʼ kʷʼː kʼ kʼː l ɬ ɬː m n o p qː qʷː qʷʼː qʼː r ʁ ʁʷ s sː ʃ ʃː t tɬː tɬʼː ts tsː tsʼ tsʼː t̠ʃ t̠ʃː t̠ʃʼ t̠ʃʼː tʼ u w xː xʷː z ʒ ʔ ʔ̃ χ χː χʷ χʷː
2466	urdu1245	äː ã̈ː æ b b̤ʱ d̻ d̻̤ʱ d̠ʒ d̤ʒ̤ʱ ɖ ɖ̤ʱ eː ẽː ə ə̃ ɛː ɛ̃ː f ɡ ɡ̤ʱ ɣ ɦ iː ĩː ɪ ɪ̃ j k kʰ l̻ m n̻ oː õː ɔː ɔ̃ː p pʰ q r ɽ ɽ̤ʱ s ʂ ʃ t̻ t̻ʰ t̠ʃ t̠ʃʰ ʈ ʈʰ uː ũː ʊ ʊ̃ ʋ x z
2467	avar1256	a b d e ɡ ɡʷ h hʷ ʜ ʜʷ i j kʰ kʷʰ kʷʼ kʼ l ɬ ɬʷ m n o pʰ pʼ qʰ qʷʰ qʷʼ qʼ r ʁ ʁʷ s sʷ ʃ ʃʷ tʰ tɬʰ tɬʷʰ tɬʷʼ tɬʼ tsʰ tsʷʰ tsʷʼ tsʼ t̠ʃʰ t̠ʃʷʰ t̠ʃʷʼ t̠ʃʼ tʷʰ tʷʼ tʼ u w x xʷ z zʷ ʒ ʒʷ ʔ ʢ ʢʷ χ χʷ
2468	abkh1244	ä äː b d dʷ dz d̠ʒ d̠ʓʷ ɖʐ f fʼ ɡ ɡʲ ɡʷ ħ ħʷ ɨ j kʰ kʲʰ kʲʼ kʷʰ kʷʼ kʼ l m n pʰ pʼ qʲʼ qʷʼ qʼ r ʁ ʁʲ ʁʷ s ʂ ʃ ʃʷ tʰ tsʰ tsʼ t̠ʃʰ t̠ʃʼ t̠ʆʷʰ t̠ʆʷʼ tʷʰ tʷʼ tʼ ʈʂʰ ʈʂʼ ɥˤ v w z ʐ ʒ ʒʷ χ χʲ χʷ
2469	fore1265	ɑ b ɕ d ð dʲ e ɤ ɡ i ɨ j k l m n nʲ ŋ o ɔ p r s sʲ ʃ t tɕ tʲ t̠ʃ u w x ʔ
2470	west2354	a aː ai au b d eː ə ɛ ɛː ɛi f ɡ h i iː iə ɪ ɪə j kʰ l m n ŋ o oː øː œi oə ou ɔ ɔː ɔu ɵ ɵə pʰ r s tʰ u uː uə ui v w x y yː yə z
2471	taid1249	a aː b c d e əː ɛː f h i iː ia ɨː ɨa j k kʰ l m n ɲ ŋ o ɔː p s t tʰ u uː ua v w ʔ
2472	sout2746	a b c cʰ d e ɛ ɤ f h i iː ia j k kʰ l m n ŋ o ɔ p pʰ r s t tʰ u ua ɯ ɯa w ʷr ʔ
2473	elfd1234	aː ãː æ æː ai̯ː ãɪ̯ː auː ɐ ɐ̃ b bː d ð dː d̺z̺ d̺z̺ː ɛ ɛ̃ ɛː ɛ̃ː f fː ɡ ɡː ɣ i̯uo i̯ũo ɪ ɪ̃ ɪː ɪ̃ː ɪɛ ɪ̃ɛ ɪɛː ɪ̃ɛː j k kː l l̥ lː l̥ː m mː n nː ŋ o̞ o̞ː œ œ̃ œː œ̃ː ɔ̞ ɔ̞̃ ɔ̞ː ɔ̞̃ː ɔy̯ː p pː r rː ɽ s̺ s̺ː t tː t̺s̺ t̺s̺ː uo ũo uoː ũoː v w y ỹ yː ỹː yœ ỹœ yœː ỹœː ʏ ʏ̃ ʏː ʏ̃ː
2474	chen1255	ã ãː æ ɑ ɑː b ɕ ɕʰ d dz dʑ ɖʐ e eː ẽː ə ɛ ɡ ɣ h i iː ĩː ɪ ɪː j k kʰ l l̥ m n ⁿb ⁿd ⁿdz ⁿdʑ ⁿɖʐ ⁿɡ ɲ ŋ o oː õː ɔ p pʰ r ʁ s sʰ ʂ ʂʰ t tɕ tɕʰ tʰ ts tsʰ ʈʂ ʈʂʰ u uː ũː ʉ ʉː w x xʰ z ʑ
2475	mans1258	ɐ ɑː ɕ e eɛ ə ɣ i iː j k kʷ l̪ ʎ̟ m n̪ ɲ̟ ŋ ŋʷ o oɔ p r s̪ t̪ t̪ʲ u uː x xʷ β
2476	osse1243	ɐ̆ ɑ̝̹ b̥ d̺̥ d̺̥z̺̥ e̞ f ɡ̊ ɡ̊ʷ i ɨ̆ j k kʰ kʷ kʷʰ kʷʼ kʼ l m n̺ o̞ p pʰ pʼ q qʷ r̺ ʁ ʁʷ s̺ ʃ t̺ t̺ʰ t̺s̺ t̺s̺ʰ t̺s̺ʼ t̺ʼ u v w z̺ χ χʷ
2477	dong1285	a e h i ɨ j k kʰ l m n ŋ o p pʰ q qʰ r ʁ s ʂ ʃ t tʰ ts tsʰ t̠ʃ t̠ʃʰ ʈʂ ʈʂʰ u w x ʐ
2478	occi1239	a ai̯ au̯ b d̪ dʲ dz e ei̯ eu̯ ɛ ɛi̯ ɛu̯ f ɡ ɡʷ h i i̯a i̯au̯ i̯e i̯ei̯ i̯ɛ i̯ɛi̯ i̯ɔ iu̯ i̯u j k kʷ l ʎ m n̪ ɲ ɔ ɔi̯ ɔu̯ p r ɾ s ʃ t̪ tʲ ts u u̯e u̯ei̯ u̯eu̯ u̯ɛ u̯ɛi̯ ui̯ w y yi̯ z ʒ
2479	panj1256	a ã b c cʰ d̪ ɖ e ẽ ə ɛ ɛ̃ ɡ ɦ i ĩ ɪ j ɟ k kʰ l ɭ m n̪ ɳ o õ ɔ ɔ̃ p pʰ r ɽ s ʃ t̪ t̪ʰ ʈ ʈʰ u ũ ʊ w
2480	czec1258	ä äː äu̯ b c d̺ d̠ʒ ɛ ɛː ɛu̯ f ɡ ɦ i iː j ɟ k l m n ɲ o oː ou̯ p r r̝ s ʃ t̪ ts t̠ʃ u uː v x z ʒ ʔ
2481	kond1303	a aː b d̪ ɖ e eː ɡ h i iː j k l m n ɳ ŋ o oː p r r̥ ɽ ɾ s t̪ ʈ u uː w z ʔ
2482	nene1249	æː ɑː b bʲ ð dʲ ə ɤː ɨ ɨː j k l ʎ m mʲ n ɲ ŋ oː p pʲ r rʲ s sʲ t tʲ ts tsʲ u uː w x ʔ
2483	sich1238	a b ɕ d dz dʑ d̠ʒ ɖʐ e ɛ f ɡ ɣ h i ia ie iɛ io iɔ k kʰ l l̩ ɬ m m̩ m̥ n n̥ ⁿb ⁿd ⁿdz ⁿdʑ ⁿd̠ʒ ⁿɖʐ ⁿɡ ɲ ɲ̊ ŋ o ø ɔ p pʰ ɹ̪̩ ɹ̪̹̩ ɹ̪̩ˠ ɻ̩ ɻ̹̩ s ʂ ʃ t tɕ tɕʰ tʰ ts tsʰ t̠ʃ t̠ʃʰ ʈʂ ʈʂʰ u ʉ ɯ v v̩ x y z ʐ ʒ ʒ̩
2484	nort2641	æ ɑ b d d̠ʒ e f ɡ h ħ i ɪ j kʰ kˤ l m n o pʰ q r ɾ ʁ s ʃ tʰ t̠ʃʰ t̠ʃˤ tˤ u ʊ v w z ʒ ʢ χ
2485	selk1253	ä äː æ æː ɕ e eː ɛ ɛː ɘ ɘː i iː ɪ ɪː ɨ ɨː j k l lʲ m n nʲ ŋ o ø oː øː ɔː p q r s t tɕ u uː w y yː
2486	nort2722	a a˞ a˞ː a˞ˤ aː aˤ aˤː b ɕ d̪ dz dʑ ɖʐ ə ə˞ ə˞ː əː əˤ ɡ h ɦ i i˞ˤ i˞ˤː iˤ iˤː j k kʰ l ɬ m n̪ ɲ ŋ p pʰ q qʰ ʁ s ʂ t̪ tɕ tɕʰ t̪ʰ ts tsʰ ʈʂ ʈʂʰ u u˞ u˞ˤ u˞ˤː uː uˤ uˤː w x z ʐ ʑ χ
2487	arbe1236	a b c ç d ð dz d̠ʒ ə ɛ f ɡ ɣ i ɟ k l ʎ m n ɲ œ ɔ p r ɾ s ʃ t ts t̠ʃ u v x z ʒ θ
2488	lith1251	äː æː ɐ b bʲ d̪ dʲ d̪z̪ dzʲ d̠ʒ d̠ʒʲ e ɛ f fʲ ɡ ɡʲ ɣ ɣʲ iː iɛ ɪ̯ j k kʲ lʲ ɫ m mʲ n̪ nʲ o p pʲ r rʲ s̪ sʲ ʃ ʃʲ t̪ tʲ t̪s̪ tsʲ t̠ʃ t̠ʃʲ uː uɔ ʊ̯ v vʲ x xʲ z̪ zʲ ʒ ʒʲ
2489	kham1282	a a̤ aː ãː a̤ː b d dz d̠ʒ ɖ e e̤ eː ẽː e̤ː ɛ ɛ̤ ɛi ɛ̤i̤ ɡ h i iː ĩː i̤ː ɨ ɨ̤ j k kʰ l l̥ m m̥ mpʰ n n̥ ⁿb ⁿd ⁿdz ⁿd̠ʒ ⁿɖ ⁿɡ ntʰ ntsʰ n̠t̠ʃʰ ⁿʈʰ ɲ ŋ ŋ̊ ŋkʰ o ø ø̤ o̤ oː õː o̤ː ɔ ɔ̤ ɔː ɔ̤ː p pʰ ɸ r r̥ s ʃ t tʰ ts tsʰ t̠ʃ t̠ʃʰ ʈ ʈʰ u ṳ ũː w y y̤ z ʒ ʔ ʼj ʼl ʼm ʼn ʼɲ ʼŋ ʼs ʼʃ ʼw β
2490	veps1250	æ ɑ b c d dʲ d̠ʒ e̞ ɤ̞ f ɡ h hʲ i ɨ j ɟ k lʲ ɫ m mʲ n nʲ ø̞ o̞ p pʲ r rʲ s sʲ ʃ t tʲ ts t̠ʃ u v vʲ y z zʲ ʒ
2491	merg1238	æ̃ æ̰ aɪ̃ a̰ɪ̰ aɯ̃ a̰ɯ̰ ɑ b ɕ d dʑ e eɪ̃ ḛɪ̰ əɯ̃ ə̰ɯ̰ ɛ ɡ h ɦ i ɪ̃ ɪ̰ j k kʰ l m n ɲ ŋ o ɔ p pʰ s sʰ t t̪ tɕ tɕʰ tʰ u ʊ̃ ʊ̰ w z ʔ
2492	nort2741	a b c d e ɛ ɤ h i ia k kʰ l m n ɲ ŋ o ɔ p pʰ s t tʰ u ua ɯ ɯa v w y ʔ
2493	stan1325	ä äː æ æː b c d dz d̠ʒ ɛ ɛː f ɡ i i̯ iː iə j ɟ k l ʎ m n ɲ ɔ ɔː p r s ʃ t ts t̠ʃ uː uʌ ʊ ʊ̯ v x z ʒ
2494	ters1235	ä äː äi̯ ɒ b bʲ c ɕ d dʲ dz dzʲ dʑ ɛ ɛi̯ f fʲ ɡ ɡʲ h hʲ i iː iɛ iɛi̯ ɨ ɨː ɨi̯ j ɟ k kʲ lʲ l̥ʲ ɫ ɫ̥ m mʲ n nʲ ŋ ŋʲ o oä oi̯ p pʲ r r̥ rʲ r̥ʲ s sʲ ʃ t tɕ tʲ ts tsʲ u uː v vʲ x xʲ z zʲ ʑ ʒ
2495	oriy1255	a ã b bʰ c cʰ d̪ d̪ʰ ɖ ɖʰ e ẽ ɡ ɡʰ h i ĩ j ɟ ɟʰ k kʰ l̪ ɭ m n̪ ɳ ŋ o ɔ ɔ̃ p pʰ r s̪ t̪ t̪ʰ ʈ ʈʰ u ũ w
2496	nort2741	a b c d e ɛ ɤ f h i ia j k kʰ l m n ɲ ŋ o ɔ p pʰ s t tʰ u ua ɯ ɯa v w ʔ
2497	pite1240	a aː ð ðː ɛ f fː h ʰk ʰkː ʰp ʰpː ʰt ʰtː ʰts ʰtsː ʰt̠ʃ ʰt̠ʃː ie ɪ j jː k kː l lː m mː n nː ɲ ɲː ŋ ŋː o ɔ p pː r rː s sː ʃ ʃː t tː ts tsː t̠ʃ t̠ʃː ʊ ʊa v vː
2498	east2304	ä äː ã̈ː æɪ̯ æ̃ɪ̯̃ b bʰ d ð dʰ d̠ʒ d̠ʒʰ ɖ ɖʰ eː ẽː f ɡ ɡʰ ɣ h iː ĩː ɪ ɪ̃ j kʰ l m n ɳ oː õː ɔʊ̯ ɔ̃ʊ̯̃ pʰ ɽ ɾ s ʃ tʰ t̠ʃʰ ʈʰ uː ũː ʊ ʊ̃ ʋ wʰ x z ʒ β θ
2499	serb1264	ä äː b d̪̻ d̻ʒ̻ d̺ʒ̺ʷ e̞ e̞ː f ɡ i iː k l ʎ m n ɲ o̞ o̞ː p r s̪̻ ʃ̺ t̪̻ t̪̻s̪̻ t̻ʃ̻ t̺ʃ̺ʷ u uː ʋ x z̪̻ ʒ̺
2500	bash1264	æ ɒ b c ɕː d ð e̞ f h i ɪ̞ ɪ̞̈ ɨ j ɟ ɫ m n ŋ o̞ p q r ʁ s ʂ t ts t̠ʃ u ʉ̞ ʊ̞̈ v w x z ʐ θ
2501	tuuu1240	a aː e eː ə əː f j k kʰ l m n ŋ o oː p pʰ q r s ʂ ʃ t tʰ ts tsʰ t̠ʃ t̠ʃʰ ʈʂ ʈʂʰ u uː w x
2502	shum1243	a b ɕ ɕʰ d dz dʑ ɖʐ e ə ɡ ɣ h i j k kʰ l l̥ m n ⁿb ⁿd ⁿdz ⁿdʑ ⁿɖʐ ⁿɡ ɲ ŋ o p pʰ r s sʰ ʂ t tɕ tɕʰ tʰ ts tsʰ ʈʂ ʈʂʰ u w x xʰ z ʑ
2503	ukra1253	ɑ b d̪ d̪ʲ d̪z̪ d̪z̪ʲ d̠ʒ ɛ f ɡ ɦ i ɪ j k lʲ ɫ m n̪ n̪ʲ ɔ p r rʲ s̪ sʲ ʃ ʃʲː t̪ tʲ t̪s̪ t̪s̪ʲ t̠ʃ t̠ʃʲː u ʋ x z̪ z̪ʲ ʒ ʒʲː
2504	lowa1242	a b c cʰ d dz d̠ʒ ɖ ɛ ɡ h ɪ j ɟ k kʰ l l̥ m m̥ n ɲ ŋ œ ɔ p pʰ r r̥ s ʃ t tʰ ts tsʰ t̠ʃ t̠ʃʰ ʈ ʈʰ ʊ w y
2505	scot1243	a ae b d e əi əu ɛ f ɡ h i ɪ j kʰ ɫ m n ŋ o ɔ ɔe pʰ ɾ s ʃ tʰ t̠ʃ u v ʌ w ʍ x z ʒ θ
2506	east2328	a ð̪̺ e ɣ i ɪ̈ j k l̺ ʎ m n̺ ɲ ŋ o œ p r s ʂ t̪̺ tʲ t̺s̺ ʈʂ u ʊ̜ ʊ̜̈ y̞ z ʐ β
2507	shan1277	a aː c d e ɛ ɤ f h i j k kʰ l m n ɲ ŋ o ɔ p pʰ s sʰ t tʰ u ɯ ɰ v w x ʔ
2508	sind1272	æ æ̃ ɐ̆ ɑ ɑ̃ b bʱ ɓ d̪ d̪ʱ d̠ʒ d̠ʒʱ ɖ ɖʱ ᶑ e ẽ f ɡ ɡʱ ɠ ɣ h i ĩ ɪ̆ j ʄ k kʰ l lʱ m n nʱ ɲ ɳ ɳʱ ŋ o õ ɔ ɔ̃ p pʰ r rʱ ɽ ɽʱ s ʃ t̪ t̪ʰ t̠ʃ t̠ʃʰ ʈ ʈʰ u ũ ʊ̆ v x z ʔ
2509	osse1243	ɐ̆ ɑ̝̹ b̥ d̺̥ e̞ f ɡ̊ ɡ̊ʷ i ɨ̆ j k kʰ kʷ kʷʰ kʷʼ kʼ l m n̺ o̞ p pʰ pʼ q qʷ r̺ ʁ ʁʷ s̺ ʃ t̺ t̺ʰ t̺s̺ː t̺s̺ʼ t̺ʼ u v w z̺ ʒ χ χʷ
2510	mehr1241	a aː ai̯ au̯ b ɕ ɕʼ d ð eː ə əi̯ əu̯ ɛ ɛː f ɡ ɣ h ħ iː j kʰ kʼ l ɬ ɬʼ m n oː õː r s sʼ tʰ tʼ uː w x z ʑ ʔ ʕ θ θʼ
2511	khar1287	ɑ b bʱ c cʰ d̪ d̪ʱ ɖ ɖʱ ɛ f ɡ ɡʱ h ɪ j ɟ ɟʱ k kʰ l̪ m n̪ ɲ ɳ ŋ ɔ p ɽ ɽʱ ɾ̪ s̪ t̪ t̪ʰ ʈ ʈʰ ʊ w ʔ
2512	chec1245	ɑː ɑ̃ː b d̪ dz d̠ʒ e̞ e̞ː ẽ̞ː ə ə̃ f ɡ h ʜ iː ĩː ie iẽ i̯e i̯ẽ ɪ ɪ̃ j kʰ kʼ ɫ̪ m o̞ o̞ː pː pʰ pʼ qː qʰ qʼ ɾ ɾ̥ ʁ s sː ʃ t̪ː t̪ʰ tsʰ tsʼ t̠ʃʰ t̠ʃʼ t̪ʼ uː ũː u̯o u̯õ u̯oː u̯õː ʊ ʊ̃ w x xk z ʒ ʔ ʢ
2513	taga1270	ä b d̪ d̠ʒ ɛ f ɡ i j kx l m n̪ ɲ ŋ o p ɾ s ʃ t̪ ts t̠ʃ u v w
2514	wakh1245	ä äː b ç d ð dz d̠ʒ ɖ ɖʐ ɜ̹ ɜ̹ː f ɡ ɣ iː ɪ ɨ̹ ɨ̹ː j k l̥ ɭ̥ m n o ɔː p q r ɽ̊ ʁ s ʂ ʃ t ts t̠ʃ ʈ ʈʂ u̞ u̞ː v w x z ʐ ʒ θ χ
2515	stan1293	a aɪ aʊ ɑː ɒ b d ð d̠ʒ eː eɪ ə ɛ ɛʉ f ɡ h iː iɛ ɪ j k l m n ŋ ɔɪ p r s ʃ t t̠ʃ ʉː ʊ v w z ʒ θ
2516	astu1245	ä b d̪ e̞ f ɡ i i̯ j k l m n ɲ o̞ p r ɾ s ʃ t̪ t̠ʃ ʈʂ u u̯ θ
2517	phut1244	a b c d e ɛ ɤ f h i j k kʰ l m n ɲ ŋ o ɔ p pʰ s t tʰ u ɯ v w ʔ
2518	nort2740	a b c d e ɛ ɤ f h i ia j k l m n ɲ ŋ o ɔ p pʰ s t tʰ u ua ɯ ɯɑ v w x ʔ
2519	kham1282	a ã aː ɑ ɑ̃ ɑː b c cʰ ɕ ɕʰ d dz dʑ ɖ e ẽ eː ə ə̃ əː ɛ ɛ̃ ɛː ɡ ɣ h ʰc ʰk ʰl̥ ʰp ʰt ʰʈ ɦ ʱb ʱd ʱdz ʱdʑ ʱɖ ʱɡ ʱj ʱɟ ʱl ʱm ʱn ʱɲ ʱŋ ʱz ʱʐ i ĩ iː j ɟ k kʰ l m m̥ mpʰ n n̥ ⁿb ⁿd ⁿdz ⁿdʑ ⁿɖ ⁿɡ ⁿɟ ⁿsʰ ⁿtɕʰ ntʰ ntsʰ ⁿʈʰ ⁿxʰ ɲ ɲ̊ ɲcʰ ŋ ŋ̊ ŋkʰ o õ oː ɔ ɔ̃ ɔː ɵ ɵ̃ ɵː p pʰ ɸ r s sʰ ʂ ʂʰ t tɕ tɕʰ tʰ ts tsʰ ʈ ʈʰ u ũ uː ɯ ɯ̃ ɯː w ʷd ʷʰɕʰ ʷʰk ʷʰs ʷʰsʰ ʷʰʂʰ ʷʰt ʷʰtɕ ʷʰts ʷʰʈ ʷɟ ʷl ʷm ʷz ʷʐ ʷʑ x xʰ z ʐ
2520	west2369	æ ɒː b d d̠ʒ e̞ f ɡ ɢʁ h iː j kʰ l̪ m n o̞ pʰ r̪ s ʃ tʰ t̠ʃʰ uː v z ʒ ʔ χ
2521	iris1253	a ɐɪ ɑː bˠ bʲ ç cʰ d̪ˠ d̪ʲ d̠ʒ eː ə ɛ̝ fˠ fʲ ɡ ɣ h i̞ iː iːə ia ɪ ʝ ɟ kʰ l̪ˠ l̪ʲ mˠ mʲ n̪ˠ n̪ʲ ŋ ŋ̟ oː ɔ̝ ɔʊ pˠʰ pʲʰ ɾ̪ˠ ɾ̪ʲ sˠ ʃ t̪ˠʰ t̪ʲʰ uː uːe uːə ʊ vˠ vʲ x
2522	sher1255	a a̤ ɑ ɑ̤ b c cʰ d d̠ʒ ɖ e e̤ ɡ h i ĩ i̤ j ɟ k kʰ l l̥ m n ɲ ŋ o o̤ p pʰ r r̥ s ʃ t tʰ ts tsʰ t̠ʃ t̠ʃʰ ʈ ʈʰ u ṳ w z
2523	sala1264	æ ɑ ɑː b̥ ɕ d̥ d̥z̥ d̥ʑ̥ d̥ʒ̊ ɖ̥ʐ̥ e̞ː f ɡ̊ ɢ̥ h ʰkʰ ʰpʰ ʰqʰ ʰsʰ ʰtɕʰ ʰtʰ ʰtsʰ ʰt̠ʃʰ ʰʈʂʰ i iː l ɫ m n ŋ ø̞ o̞ o̞ː r ʂ u ɯ v x y z̥ χ
2524	lezg1247	æ æː ɑː b d̪ ɛ f fʲ ɡ ɡʷ ɢ h i j k kʰ kʲ kʲʰ kʲʼ kʷ kʷʰ kʷʲ kʷʲʰ kʷʲʼ kʷʼ kʼ l̪ m n̪ p pʰ pʲ pʲʰ pʲʼ pʼ q qʰ qʲ qʲʰ qʲʼ qʷ qʷʰ qʷʲ qʷʲʰ qʷʲʼ qʷʼ qʼ r̪ ʁ ʁʷ s̪ s̪ʲ s̪ʷ s̪ʷʲ ʃ t̪ t̪ʰ t̪ʲ t̪ʲʰ t̪ʲʼ t̪s̪ t̪s̪ʰ t̪s̪ʲ t̪s̪ʲʰ t̪s̪ʲʼ t̪s̪ʷ t̪s̪ʷʰ t̪s̪ʷʲ t̪s̪ʷʲʰ t̪s̪ʷʲʼ t̪s̪ʷʼ t̪s̪ʼ t̠ʃ t̠ʃʰ t̠ʃʼ t̪ʷ t̪ʷʰ t̪ʷʲ t̪ʷʲʰ t̪ʷʲʼ t̪ʷʼ t̪ʼ u ʌ w x xʲ y z̪ z̪ʷ ʒ ʔ χ χʲ χʷ χʷʲ
2525	kham1282	a ɑ̃ b ɕ ɕʰ d dz dʑ d̠ʒ ɖʐ e ẽ ei ə ɛ ɤ ɡ ɣ h ɦ i ĩ j j̊ k kʰ l l̥ m m̥ n n̥ ⁿb ⁿd ⁿdz ⁿdʑ ⁿd̠ʒ ⁿɖʐ ⁿɡ ɲ ɲ̊ ŋ ŋ̊ ou ɔ ɔ̃ p pʰ ɹ ɹ̥ s sʰ ʃ ʃʰ t tɕ tɕʰ tʰ ts tsʰ t̠ʃ t̠ʃʰ ʈʂ ʈʂʰ u ũ ua ue uẽ ui ɯ ɯ̃ w x z ʑ ʒ
2526	sora1254	a b c d e ə ɡ i ɨ j ɟ k l m n ɲ ŋ o p r ɽ s t u ʊ ʔ
2527	walu1241	a aː b c cʰ ɕ d ɖ e eː ɡ h i iː j ɟ k kʰ l l̥ m n ɲ ŋ o ø oː øː p pʰ r r̥ s t tɕ tɕʰ tʰ ts tsʰ ʈ ʈʰ u uː w y yː
2528	kork1243	a ã b bʰ c d dʰ ɖ ɖʰ e ẽ ɡ ɡʰ h i ĩ j ɟ ɟʰ k kʰ l m mʰ n ɲ ŋ o õ p pʰ r ɽ s t tʰ ʈ ʈʰ u ũ ʔ
2529	pamp1243	a b d d̠ʒ ɛ ɡ i k l ʎ m n ŋ o p ɾ s t t̠ʃ u w ʔ
2530	doma1258	a aː b d̪ d̠ʒ d̪ˤ e eː f ɡ ɣ h ħ i iː j k l̪ ɫ m n̪ o oː ɔ p q r̪ s̪ s̪ˤ ʃ t̪ t̠ʃ t̪ˤ u uː v ʌ w x z̪ z̪ˤ ʒ ʔ ʕ χ
2531	phut1244	a b c d e ɛ ɤ f h i j k kʰ l m n ɲ ŋ o ɔ p pʰ s t tʰ u ɯ w ʔ
2532	east2328	a ð̪̺ e ɣ i ɪ̈ j k l̺ ʎ m n̺ ɲ ŋ o œ p r s ʂ t̪̺ tɕ tʲ ʈʂ u ʊ̜ y̞ z ʐ β
2533	ersu1241	a a˞ b ɕ d d̪z̪ d͇z͇ dʑ ɖɽ ə˞ ɛ f ɡ i j k kʰ l ɬ m mpʰ n ⁿb ⁿd ⁿd̪z̪ ⁿd͇z͇ ⁿdʑ ⁿɖɽ ⁿɡ ⁿtɕʰ ntʰ ⁿt̪s̪ʰ ⁿt͇s͇ʰ ⁿʈɽʰ ŋ ŋkʰ o p pʰ ɹ̪̩ ɹ̪̹̩ ɽ s̪ s͇ t tɕ tɕʰ tʰ t̪s̪ t͇s͇ t̪s̪ʰ t͇s͇ʰ ʈɽ ʈɽʰ v w x z̪ z͇ ʑ
2534	amdo1237	a b c cʰ d d̠ʒ ɖʐ e ə f ɡ i j ɟ k kʰ l l̥ m m̥ mpʰ n n̥ ⁿb ⁿd ⁿdz ⁿd̠ʒ ⁿɖʐ ⁿɡ ⁿɟ ntʰ ntsʰ n̠t̠ʃʰ ɲ ɲ̊ ɲcʰ ŋ ŋ̊ ŋkʰ o p pʰ q qʰ r s ʂ ʃ t tʰ ts tsʰ t̠ʃ t̠ʃʰ ʈʂ ʈʂʰ u x χ
2535	finn1318	æ ɑ d̺ e̞ f h i j k l̺ m n̺ ŋ ø̞ o̞ p r̺ s t̪ u ʋ y ʔː
2536	udmu1245	æ ɑ b d̻ dʑ e̞ ɤ̝ ɡ i ɪ j k l̻ ʎ̟ m n̻ ɲ̟ ŋ ø̠̞ o̞ p r s̻ sʲ ʂ t̻ tɕ u y̠ z̻ zʲ ʐ β
2537	khal1271	a aː aːi̯ ai̯ b d d̠ʒ e ei̯ ə f ɡ ɢʁ ɣ h iː j kʰ l̪ m n o ø oi̯ ou̯ pʰ r̪ s ʃ tʰ t̠ʃʰ uː v yː z ʒ χ
2538	west2408	a b c d ɖ e ɡ h i j ɟ k l m n ŋ o p r r̥ ɽ s t ʈ u w
2539	shix1238	a ã æ æ̃ ɑ ɑ̃ b ɕ d̪ d̪z̪ dʑ ɖʐ e ə˞ ɛ̃ ɘ ɘ̃ ɜ ɡ h ɦ i ĩ iæ iæ̃ iɛ̃ iɜ j k kʰ l̪ ɬ̪ m m̥ n̪ n̪̥ ⁿb ⁿd̪ ⁿd̪z̪ ⁿdʑ ⁿɖʐ ⁿɡ ⁿɢ ɲ ŋ o õ ɔ̃ ɵ p pʰ q qʰ r̪ ʁ s̪ ʂ t̪ tɕ tɕʰ t̪ʰ t̪s̪ t̪s̪ʰ ʈʂ ʈʂʰ u ũ ua uã uæ uɑ̃ uɛ̃ uɜ ui w x y ỹ yæ yɜ yi yĩ z̩ z̪ ʐ ʑ ʔ χ
2540	kara1462	a a̰ aː ãː æː ãɛ̃ b̥ cçː d̥ ɛ ɛ̰ ɛ̃ː ɛ̃ːi̯ ɞ̜ ɞ̜̰ ɞ̜ː ɞ̜̃ː ɡ̊ ɢ̥ ɣ ħ ħ̃ʲ i ḭ iː ĩː ɪ ɪ̰ ɪː ɪ̃ː ɨ̞ ɨ̞̰ ɨ̞ː ɨ̞̃ː j j̃ ɟ̥ʝ̥ kː l m n ɲ ŋ œ̃ɛ̃ ɔ̟̜ ɔ̟̜̰ ɔ̟̜ː ɔ̟̜̃ː pʰː qː r ʀ sː ʃː tː u ṵ uː ũː ʉ ʉ̰ ʉː ʉ̃ː v z̥ ʒ̊ ʔ
2541	uppe1395	ä æ b bʲ d̪ d̠ʒ f ɡ h i i̯ i̯e ɨ̞ j k kʰ l lʲ m mʲ n nʲ ɔ p pʲ r rʲ s̪ ʃ t̪ t̪s̪ t̪s̪ʲ t̠ʃ u uo v w wʲ x z̪ z̪ʲ ʒ
2542	hind1269	äː ã̈ː æ b b̤ʱ d̻ d̻̤ʱ d̠ʒ d̤ʒ̤ʱ ɖ ɖ̤ʱ eː ẽː ə ə̃ ɛː ɛ̃ː f ɡ ɡ̤ʱ ɦ iː ĩː ɪ ɪ̃ j k kʰ l̻ m n̻ oː õː ɔː ɔ̃ː p pʰ r ɽ ɽ̤ʱ s ʂ ʃ t̻ t̻ʰ t̠ʃ t̠ʃʰ ʈ ʈʰ uː ũː ʊ ʊ̃ ʋ z
2543	pott1240	a ã aː ãː b c d̪ ɖ e ẽ eː ẽː ɡ i ĩ iː ĩː j ɟ k l̪ m n̪ ɳ ŋ o õ oː õː p r̪ s̪ t̪ ʈ u ũ uː ũː w
